mouse,behaviour,stimulus,n_deliv_day1,n_deliv_day2,rate_day1,rate_day2,rate_ratio,p_rate,rr_lo,rr_hi,p_day1,p_day2,delta,odds_ratio,ci_lo,ci_hi,p_fisher,min_detectable_delta,q_fisher,q_rate
F2,attending,Pin prick,31,25,0.8387096774193549,0.16,0.19076923076923077,0.00038647687666659204,0.07751504800951207,0.5719928889463392,0.6129032258064516,0.16,-0.4529032258064516,7.453333333333333,2.157659086128941,25.746503761835704,0.000908527421141093,0.3,0.05451164526846558,0.013140213806664131
F2,escape,ALL,88,72,0.7613636363636364,0.7222222222222222,0.9485903814262023,0.7751181752606203,0.6627761362679132,1.363466744041547,0.5681818181818182,0.5416666666666666,-0.026515151515151603,1.1124445175078086,0.5968062655768612,2.073592178756713,0.7516390396937542,0.21,1.0,1.0
F2,escape,Heat,20,18,0.95,0.9444444444444444,0.9941520467836258,0.9875408965757175,0.5229650470382947,1.9012936270794756,0.7,0.6666666666666666,-0.033333333333333326,1.16,0.3084860501872239,4.361947644580164,1.0,0.3,1.0,1.0
F2,escape,Light touch,17,13,0.5294117647058824,0.3076923076923077,0.5811965811965812,0.6276013898186232,0.20177811075653268,1.901581325235776,0.29411764705882354,0.23076923076923078,-0.06334841628959276,1.32,0.27423810938023463,6.3536027284382275,1.0,0.46,1.0,1.0
F2,escape,Mild touch,20,16,1.05,1.0625,1.0119047619047619,0.9717155018288098,0.5413232530109713,1.912328601568011,0.8,0.8125,0.012499999999999956,0.9506172839506173,0.19753374462103115,4.574778968926788,1.0,0.43,1.0,1.0
F2,escape,Pin prick,31,25,0.5806451612903226,0.56,0.9644444444444444,0.8465534821232912,0.4887207757488276,1.9327474836278566,0.4838709677419355,0.44,-0.043870967741935496,1.1844532279314888,0.41904146774990836,3.347948967176244,0.7925164531399045,0.33,1.0,1.0
F2,flinch,ALL,88,72,0.625,0.7083333333333334,1.1333333333333333,0.5254382948731934,0.7761912768729212,1.6571433775836797,0.2159090909090909,0.2638888888888889,0.04797979797979798,0.7697841726618705,0.37399561324428027,1.5844241255676892,0.5759073803441561,0.15,1.0,1.0
F2,flinch,Heat,20,18,1.6,1.7777777777777777,1.111111111111111,0.7451639324805179,0.6832765176124814,1.8068349627299063,0.55,0.6111111111111112,0.061111111111111116,0.7894736842105263,0.22419566155841797,2.780021226675426,0.7521492087434922,0.37,1.0,1.0
F2,flinch,Light touch,17,13,0.5882352941176471,0.6923076923076923,1.176923076923077,0.7664650235360652,0.49191179789706985,2.845722265399339,0.23529411764705882,0.3076923076923077,0.07239819004524889,0.7037037037037037,0.14965794522445122,3.308871452588967,0.6976267421844632,0.46,1.0,1.0
F2,flinch,Mild touch,20,16,0.05,0.0625,1.25,0.9042322931608022,0.13001967368878525,12.017412101340875,0.05,0.0625,0.012499999999999997,0.7948717948717948,0.07509359130548741,8.413782844828976,1.0,0.38,1.0,1.0
F2,flinch,Pin prick,31,25,0.3870967741935484,0.36,0.9299999999999999,0.853853205904954,0.4053709430640499,2.190876714761656,0.0967741935483871,0.12,0.0232258064516129,0.7894736842105263,0.1623893100980868,3.838114083276008,1.0,0.32,1.0,1.0
F2,guarding,ALL,88,72,0.8522727272727273,0.5694444444444444,0.6681481481481482,0.2938665192379346,0.46000518450164746,0.9811601821343752,0.375,0.3055555555555556,-0.06944444444444442,1.3547547547547547,0.7028173486887076,2.6114330401134342,0.404827473135895,0.2,1.0,0.9280369313172367
F2,guarding,Heat,20,18,1.4,1.0,0.7142857142857143,0.275061614590158,0.40173501131196343,1.294878546790224,0.7,0.4444444444444444,-0.25555555555555554,2.755656108597285,0.7557170869178169,10.048258429381427,0.1881201509097239,0.3,1.0,0.8992398938524395
F2,guarding,Light touch,17,13,0.17647058823529413,0.15384615384615385,0.8717948717948718,0.8968822314200924,0.18429041088209727,4.73426243398333,0.17647058823529413,0.15384615384615385,-0.022624434389140274,1.110344827586207,0.18388442059577106,6.7045681855649075,1.0,0.46,1.0,1.0
F2,guarding,Mild touch,20,16,0.05,0.0,0.0,0.40173563705539783,0.016972933775084145,10.228703735707029,0.05,0.0,-0.05,2.5384615384615383,0.09675577033225705,66.59847738404346,1.0,0.38,1.0,1.0
F2,guarding,Pin prick,31,25,1.3870967741935485,0.84,0.6055813953488371,0.38198281347206064,0.36556578408141654,1.0274867639372736,0.4838709677419355,0.48,-0.003870967741935516,1.0145454545454546,0.36016096603024966,2.857895708921418,1.0,0.33,1.0,1.0
F2,lickbite,ALL,88,72,1.3522727272727273,0.875,0.6470588235294118,0.033552148755144534,0.4790347931160352,0.8805315737534856,0.6818181818181818,0.5555555555555556,-0.1262626262626262,1.703487112843838,0.8970114062737087,3.23504062861334,0.10493614185665753,0.18,1.0,0.3796226918730246
F2,lickbite,Heat,20,18,2.15,1.2222222222222223,0.5684754521963825,0.040186395709544666,0.3454680639041612,0.9560785997723085,0.95,0.8333333333333334,-0.11666666666666659,2.935483870967742,0.3871892701455191,22.255434799298982,0.3281853281853282,0.36,1.0,0.3796226918730246
F2,lickbite,Light touch,17,13,0.17647058823529413,0.15384615384615385,0.8717948717948718,0.8593003624914237,0.18429041088209727,4.73426243398333,0.11764705882352941,0.15384615384615385,0.036199095022624445,0.7419354838709677,0.10966283064558531,5.01964301838863,1.0,0.45,1.0,1.0
F2,lickbite,Mild touch,20,16,0.8,0.5,0.625,0.18836662941250204,0.2814886041821916,1.4730896274530862,0.65,0.4375,-0.21250000000000002,2.28,0.6158316710916447,8.441267710030463,0.3127654298810655,0.33,1.0,0.7624363571458416
F2,lickbite,Pin prick,31,25,1.8387096774193548,1.24,0.6743859649122808,0.09836082727469843,0.43992188377741326,1.0489462197541117,0.8387096774193549,0.64,-0.19870967741935486,2.7741046831955924,0.8216109762945216,9.366545744112683,0.12319247015789314,0.34,1.0,0.5765979529896115
F2,withdrawal,ALL,88,72,1.7727272727272727,1.625,0.9166666666666666,0.6726077753074945,0.722383729458432,1.1656802686192493,0.7727272727272727,0.7638888888888888,-0.008838383838383868,1.053614590199956,0.5079847367687046,2.1853091723652978,1.0,0.16,1.0,1.0
F2,withdrawal,Heat,20,18,2.3,2.2777777777777777,0.9903381642512078,1.0,0.6524975315399841,1.5070456082833132,0.55,0.6111111111111112,0.061111111111111116,0.7894736842105263,0.22419566155841797,2.780021226675426,0.7521492087434922,0.37,1.0,1.0
F2,withdrawal,Light touch,17,13,1.0588235294117647,1.0,0.9444444444444444,0.9641622991751195,0.47312348522720066,1.9246896545720058,0.7058823529411765,0.6923076923076923,-0.013574660633484226,1.076555023923445,0.23910569111924604,4.847106374213448,1.0,0.46,1.0,1.0
F2,withdrawal,Mild touch,20,16,1.1,0.9375,0.8522727272727272,0.5409152127109733,0.4508991431651598,1.644519305301505,0.75,0.6875,-0.0625,1.3478260869565217,0.33014593911611656,5.5025215986121685,0.7224750283704677,0.43,1.0,1.0
F2,withdrawal,Pin prick,31,25,2.2580645161290325,1.92,0.8502857142857142,0.3997769209442331,0.5918001364217192,1.229627458182213,0.967741935483871,0.96,-0.007741935483871032,1.2448979591836735,0.12174972062462501,12.729153880836249,1.0,0.28,1.0,1.0
F3,attending,ALL,85,69,0.4470588235294118,0.391304347826087,0.8752860411899314,0.5310703032959209,0.539403862627769,1.4353887778871177,0.4117647058823529,0.36231884057971014,-0.04944586530264278,1.2267520869734032,0.6410301561962027,2.347659729182823,0.6186870955944987,0.21,1.0,1.0
F3,attending,Heat,15,14,0.6666666666666666,0.7142857142857143,1.0714285714285716,0.8431151931619694,0.4554718983589231,2.5203732388531446,0.6,0.6428571428571429,0.04285714285714293,0.8461538461538461,0.19877406566884695,3.6019604919373474,1.0,0.38,1.0,1.0
F3,attending,Light touch,30,23,0.36666666666666664,0.21739130434782608,0.5928853754940712,0.2497964336978863,0.225817505874397,1.7232922278320122,0.36666666666666664,0.21739130434782608,-0.14927536231884056,1.9836829836829837,0.5981756030022825,6.578332783890568,0.3660833944836436,0.3,1.0,0.8945261924367691
F3,attending,Mild touch,19,14,0.47368421052631576,0.35714285714285715,0.7539682539682541,0.6293801502168032,0.2749050516724496,2.245673315276437,0.3684210526315789,0.2857142857142857,-0.08270676691729323,1.4,0.3357134662150714,5.838312124019314,0.7193387177379054,0.34,1.0,1.0
F3,attending,Pin prick,21,18,0.38095238095238093,0.3888888888888889,1.0208333333333335,0.9733385441286558,0.38560870104551787,2.7480930239429213,0.38095238095238093,0.3888888888888889,0.007936507936507964,0.9654320987654321,0.2743732383750737,3.3970482793678425,1.0,0.34,1.0,1.0
F3,escape,ALL,85,69,0.6941176470588235,0.7681159420289855,1.1066077130926062,0.5560412883425041,0.7656474828857969,1.6024498376515393,0.4588235294117647,0.5072463768115942,0.04842284739982955,0.8255338482507951,0.43879008000733694,1.553148454487329,0.6272038700724132,0.22,1.0,1.0
F3,escape,Heat,15,14,1.4666666666666666,1.5714285714285714,1.0714285714285714,0.8004099729151047,0.5972818140513393,1.9219724369086462,0.8,0.8571428571428571,0.05714285714285705,0.7142857142857143,0.11777942848903816,4.331860734747395,1.0,0.46,1.0,1.0
F3,escape,Light touch,30,23,0.13333333333333333,0.17391304347826086,1.3043478260869565,0.6960547572327609,0.3531142920520355,4.818052652388989,0.13333333333333333,0.17391304347826086,0.04057971014492753,0.7358490566037735,0.17582167690514033,3.0796762016824615,0.7152525562613645,0.34,1.0,1.0
F3,escape,Mild touch,19,14,0.5263157894736842,0.5714285714285714,1.0857142857142856,0.8695765772756056,0.44474186828723455,2.7139532836204996,0.47368421052631576,0.5,0.026315789473684237,0.9047619047619048,0.23699001964987035,3.454129019938405,1.0,0.39,1.0,1.0
F3,escape,Pin prick,21,18,1.0952380952380953,1.0555555555555556,0.9637681159420289,0.9528805855203324,0.5310850853909991,1.764667845097852,0.6666666666666666,0.6666666666666666,0.0,1.0053333333333334,0.27552143909931837,3.6682993324043354,1.0,0.31,1.0,1.0
F3,flinch,ALL,85,69,0.5882352941176471,0.6086956521739131,1.0347826086956522,0.9251944710964075,0.6894080799328047,1.5590441167970979,0.35294117647058826,0.36231884057971014,0.009377664109121886,0.9590178413707825,0.4969689793320345,1.8506491517914159,1.0,0.2,1.0,1.0
F3,flinch,Heat,15,14,0.0,0.0,,,0.02125831579753959,54.00047654792729,0.0,0.0,0.0,0.9354838709677419,0.017395205726939863,50.308693474402645,1.0,0.36,1.0,
F3,flinch,Light touch,30,23,0.4,0.5217391304347826,1.3043478260869563,0.5778086290649163,0.5955339777695409,2.856802995170404,0.23333333333333334,0.30434782608695654,0.0710144927536232,0.7021276595744681,0.2131879732030646,2.3124346225194725,0.7542262233795091,0.23,1.0,1.0
F3,flinch,Mild touch,19,14,0.5789473684210527,0.5,0.8636363636363636,0.7876634118256338,0.3527522645794347,2.220793441103794,0.5263157894736842,0.5,-0.02631578947368418,1.105263157894737,0.28950858356119896,4.219586974495392,1.0,0.39,1.0,1.0
F3,flinch,Pin prick,21,18,1.2857142857142858,1.2777777777777777,0.993827160493827,0.9531841258793499,0.574853053591632,1.7290480940576816,0.6190476190476191,0.6111111111111112,-0.007936507936507908,1.0358056265984654,0.2943732080799541,3.6446703254381534,1.0,0.34,1.0,1.0
F3,guarding,ALL,85,69,0.8,0.8115942028985508,1.0144927536231885,0.9168983276495649,0.7144153923084001,1.4451223560143156,0.35294117647058826,0.36231884057971014,0.009377664109121886,0.9590178413707825,0.4969689793320345,1.8506491517914159,1.0,0.2,1.0,1.0
F3,guarding,Heat,15,14,1.0666666666666667,1.0,0.9375,0.899888357779784,0.46498902104228523,1.9065660881256412,0.4,0.35714285714285715,-0.04285714285714287,1.1818181818181819,0.2776265875870673,5.030837381300924,1.0,0.38,1.0,1.0
F3,guarding,Light touch,30,23,0.06666666666666667,0.08695652173913043,1.3043478260869565,0.7987900872588555,0.2259652328192781,7.529137249084905,0.06666666666666667,0.08695652173913043,0.020289855072463767,0.7543859649122807,0.11977213897231546,4.751507228139058,1.0,0.32,1.0,1.0
F3,guarding,Mild touch,19,14,0.2631578947368421,0.2857142857142857,1.0857142857142856,0.9796072859910734,0.31945245426133034,3.8596200167319896,0.21052631578947367,0.21428571428571427,0.0037593984962406013,0.9539170506912442,0.19421738652795434,4.6852537554278575,1.0,0.45,1.0,1.0
F3,guarding,Pin prick,21,18,2.142857142857143,2.0,0.9333333333333333,0.813010890671937,0.6054567441241168,1.4466830521254177,0.8571428571428571,0.8333333333333334,-0.023809523809523725,1.1935483870967742,0.23429691520221305,6.080138746649004,1.0,0.4,1.0,1.0
F3,lickbite,ALL,85,69,0.8470588235294118,0.8405797101449275,0.9923510466988728,0.9350092630378997,0.7043500591926983,1.4027711762542348,0.4235294117647059,0.43478260869565216,0.011253196930946285,0.9549594303692664,0.5049375927090747,1.8060598513936004,1.0,0.21,1.0,1.0
F3,lickbite,Heat,15,14,1.5333333333333334,1.3571428571428572,0.8850931677018633,0.7962818013675224,0.48773120086928484,1.6206133271306804,0.5333333333333333,0.5,-0.033333333333333326,1.1333333333333333,0.2766473612115695,4.642894256497712,1.0,0.41,1.0,1.0
F3,lickbite,Light touch,30,23,0.4,0.391304347826087,0.9782608695652174,0.9741365028361223,0.42640702285839754,2.304568774293467,0.3333333333333333,0.34782608695652173,0.014492753623188415,0.9340028694404591,0.3049286861020321,2.8608700981025796,1.0,0.28,1.0,1.0
F3,lickbite,Mild touch,19,14,0.2631578947368421,0.2857142857142857,1.0857142857142856,0.9796072859910734,0.31945245426133034,3.8596200167319896,0.21052631578947367,0.21428571428571427,0.0037593984962406013,0.9539170506912442,0.19421738652795434,4.6852537554278575,1.0,0.45,1.0,1.0
F3,lickbite,Pin prick,21,18,1.5238095238095237,1.4444444444444444,0.9479166666666667,0.9519638279978702,0.5695294483678667,1.5889214222104213,0.6666666666666666,0.6666666666666666,0.0,1.0053333333333334,0.27552143909931837,3.6682993324043354,1.0,0.31,1.0,1.0
F3,withdrawal,ALL,85,69,1.5529411764705883,1.6666666666666667,1.0732323232323233,0.5486234881315715,0.836712710165994,1.3781469098423127,0.8,0.8260869565217391,0.02608695652173909,0.8509316770186336,0.3800364657158608,1.9053032650164563,0.8361589095281683,0.15,1.0,1.0
F3,withdrawal,Heat,15,14,2.8,2.7142857142857144,0.9693877551020409,0.8185377183189514,0.6275445739066543,1.5011547572260193,1.0,1.0,0.0,1.0689655172413792,0.019877280265861122,57.48710395826508,1.0,0.36,1.0,1.0
F3,withdrawal,Light touch,30,23,1.0666666666666667,1.2173913043478262,1.1413043478260871,0.7438938976307861,0.6916882209003835,1.8914699915457989,0.5,0.5217391304347826,0.021739130434782594,0.92,0.3167264897290662,2.672337260846185,1.0,0.34,1.0,1.0
F3,withdrawal,Mild touch,19,14,1.3157894736842106,1.4285714285714286,1.0857142857142856,0.6444170199630096,0.6100043208449324,1.9513967643046448,1.0,1.0,0.0,1.3448275862068966,0.025167061960735638,71.86223165201775,1.0,0.36,1.0,1.0
F3,withdrawal,Pin prick,21,18,1.5714285714285714,1.6111111111111112,1.0252525252525253,0.9520054071446532,0.6263308359400788,1.685171879519525,0.9047619047619048,0.9444444444444444,0.03968253968253965,0.6685714285714286,0.07987565221550115,5.5960451364589385,1.0,0.38,1.0,1.0
M1,attending,ALL,100,87,0.82,0.47126436781609193,0.5747126436781609,0.02388983048724023,0.39818089696534387,0.8395940854290427,0.52,0.45977011494252873,-0.06022988505747129,1.2695685376097747,0.7159583842177696,2.251254133226782,0.46432890600101245,0.2,1.0,0.33843926523590323
M1,attending,Heat,22,19,1.4545454545454546,0.7894736842105263,0.5427631578947368,0.00855970093622516,0.30155109855959705,1.011285823378037,0.7272727272727273,0.7368421052631579,0.009569377990430561,0.9628647214854111,0.2529096022030223,3.665770155839893,1.0,0.27,1.0,0.14551491591582771
M1,attending,Light touch,28,24,0.5,0.20833333333333334,0.4166666666666667,0.16884863453529197,0.1658312248508494,1.1809095786173724,0.35714285714285715,0.20833333333333334,-0.1488095238095238,2.0122850122850124,0.5988455165914043,6.761828983399982,0.3581899179338406,0.3,1.0,0.7400902040484765
M1,attending,Mild touch,26,24,0.6538461538461539,0.5416666666666666,0.8284313725490196,0.694531143901903,0.4108790090095137,1.6998151573393399,0.5384615384615384,0.5416666666666666,0.0032051282051281937,0.9881481481481481,0.3318083889100548,2.9427729838177865,1.0,0.34,1.0,1.0
M1,attending,Pin prick,24,20,0.7916666666666666,0.4,0.5052631578947369,0.29478820171253406,0.23372593148777465,1.1706423233141883,0.5,0.4,-0.09999999999999998,1.4705882352941178,0.45544146317081785,4.748425281108741,0.5561676916844978,0.36,1.0,0.9280369313172367
M1,escape,ALL,100,87,0.62,0.6206896551724138,1.0011123470522802,0.9616295280473381,0.6970082235874097,1.4413072211584972,0.49,0.4827586206896552,-0.007241379310344798,1.0290119931467732,0.580851195703561,1.8229551559368569,1.0,0.2,1.0,1.0
M1,escape,Heat,22,19,0.9090909090909091,0.8421052631578947,0.9263157894736842,0.7362637826110965,0.4873833388605252,1.7820818508204879,0.7727272727272727,0.7368421052631579,-0.03588516746411485,1.206896551724138,0.30617747693604713,4.757369160984568,1.0,0.4,1.0,1.0
M1,escape,Light touch,28,24,0.8928571428571429,0.9583333333333334,1.0733333333333333,0.8522816883253317,0.6138563062406271,1.8831383210316666,0.5357142857142857,0.5416666666666666,0.005952380952380931,0.9780521262002744,0.3345229362684906,2.8595526878824074,1.0,0.33,1.0,1.0
M1,escape,Mild touch,26,24,0.46153846153846156,0.4166666666666667,0.9027777777777778,0.7604841654589602,0.4005987046678579,2.0671559601936047,0.46153846153846156,0.4166666666666667,-0.04487179487179488,1.1904761904761905,0.3975270365624608,3.5651249594139807,0.782696923148047,0.34,1.0,1.0
M1,escape,Pin prick,24,20,0.20833333333333334,0.25,1.2,0.7577707517874056,0.3680255499722535,3.912771817360415,0.20833333333333334,0.25,0.04166666666666666,0.7948717948717948,0.20459922836908565,3.0880916576231576,1.0,0.39,1.0,1.0
M1,flinch,ALL,100,87,2.09,1.7701149425287357,0.8469449485783425,0.13316999687313774,0.688584109521777,1.0435023018879492,0.85,0.8160919540229885,-0.03390804597701147,1.2729528535980148,0.5946410027520096,2.725020575412806,0.5596821171168221,0.12,1.0,0.6468256990980976
M1,flinch,Heat,22,19,3.590909090909091,2.9473684210526314,0.8207861425716189,0.27451502231694347,0.5851057606117572,1.157354552028335,1.0,1.0,0.0,1.1538461538461537,0.0218505799863718,60.930233777589955,1.0,0.3,1.0,0.8992398938524395
M1,flinch,Light touch,28,24,1.3571428571428572,1.375,1.013157894736842,0.9920849794748445,0.6388685574827416,1.6130588783002606,0.75,0.75,0.0,1.0072072072072071,0.29721642187540165,3.413224450550124,1.0,0.24,1.0,1.0
